ticker,name,market,locale,active,source_feed,type
I:DWST,Dow Jones U.S. Small-Cap Total Stock Market Total Return Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Size
I:DJUSVS,Dow Jones U.S. Small-Cap Value Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Style
I:DJUSSD,Dow Jones U.S. Soft Drinks Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSSV,Dow Jones U.S. Software & Computer Services Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSSW,Dow Jones U.S. Software Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSCS,Dow Jones U.S. Specialized Consumer Services Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSCX,Dow Jones U.S. Specialty Chemicals Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSSP,Dow Jones U.S. Specialty Finance Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSSR,Dow Jones U.S. Specialty REITs Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSRS,Dow Jones U.S. Specialty Retailers Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSIS,Dow Jones U.S. Support Services Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSTCC,Dow Jones U.S. Technology Capped Index (USD),indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSTQ,Dow Jones U.S. Technology Hardware & Equipment Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSTC,Dow Jones U.S. Technology Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSTCCT,Dow Jones U.S. Technology Index Capped (USD) TR,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSTCT,Dow Jones U.S. Technology Total Return Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSCT,Dow Jones U.S. Telecommunications Equipment Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSTL,Dow Jones U.S. Telecommunications Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSTLT,Dow Jones U.S. Telecommunications Total Return Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJTLQU,Dow Jones U.S. Thematic Long Quality Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Style
I:DJTLQUT,Dow Jones U.S. Thematic Long Quality Total Return Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Style
I:DJTLSS,Dow Jones U.S. Thematic Long Size Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Style
I:DJTLSST,Dow Jones U.S. Thematic Long Size Total Return Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Style
I:DJTMNAB,Dow Jones U.S. Thematic Market Neutral Low Beta Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Style
I:DJTMNMO,Dow Jones U.S. Thematic Market Neutral Momentum Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Style
I:DJTMNQU,Dow Jones U.S. Thematic Market Neutral Quality Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Style
I:DJTMNSS,Dow Jones U.S. Thematic Market Neutral Size Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Style
I:DJTMNSV,Dow Jones U.S. Thematic Market Neutral Value Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Style
I:DJTSQU,Dow Jones U.S. Thematic Short Quality Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Style
I:DJTSSS,Dow Jones U.S. Thematic Short Size Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Style
I:DJUSTB,Dow Jones U.S. Tobacco Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSTP,Dow Jones U.S. Top-Cap Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Size
I:DWCFT,Dow Jones U.S. Total Stock Market Total Return Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Broad
I:DJUSTY,Dow Jones U.S. Toys Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSCG,Dow Jones U.S. Travel & Leisure Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSTT,Dow Jones U.S. Travel & Tourism Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSTK,Dow Jones U.S. Trucking Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSUT,Dow Jones U.S. Utilities Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSUTT,Dow Jones U.S. Utilities Total Return Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSVA,Dow Jones U.S. Value Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSPC,Dow Jones U.S. Waste & Disposal Services Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:DJUSWU,Dow Jones U.S. Water Index,indices,us,TRUE,CMEMarketDataPlatformDowJones,Thematic
I:DJTUTST,Dow Jones Utilities Titans 30 Index TR (USD),indices,us,TRUE,CMEMarketDataPlatformDowJones,Industry
I:SIXE,Energy Select Sector Index,indices,us,TRUE,CboeGlobalIndicesMain,Industry
I:SIXM,Financial Select Sector Index,indices,us,TRUE,CboeGlobalIndicesMain,Industry
I:SIXV,Health Care Select Sector Index,indices,us,TRUE,CboeGlobalIndicesMain,Industry
I:SIXI,Industrials Select Sector Index,indices,us,TRUE,CboeGlobalIndicesMain,Industry
I:SIXB,Materials Select Sector Index,indices,us,TRUE,CboeGlobalIndicesMain,Industry
I:MSACUSDP,Morningstar Asia Pacific PR USD,indices,us,TRUE,CboeGlobalIndicesMSTAR,Geographic
I:MSEXPOPU,Morningstar Exponential Technologies PR USD,indices,us,TRUE,CboeGlobalIndicesMSTAR,Industry
I:MUNR,Morningstar Global Upstream Natural Resources PR USD,indices,us,TRUE,CboeGlobalIndicesMSTAR,Thematic
I:MSILUSDP,Morningstar Israel PR USD,indices,us,TRUE,CboeGlobalIndicesMSTAR,Geographic
I:MSMEUSDP,Morningstar Middle East & Africa PR USD,indices,us,TRUE,CboeGlobalIndicesMSTAR,Geographic
I:MLCP,Morningstar US Large Cap PR USD,indices,us,TRUE,CboeGlobalIndicesMSTAR,Size
I:MLCPT,Morningstar US Large Cap TR USD,indices,us,TRUE,CboeGlobalIndicesMSTAR,Size
I:MUMCBGPU,Morningstar US Mid Cap Broad Growth PR USD,indices,us,TRUE,CboeGlobalIndicesMSTAR,Style
I:MUMCBVPU,Morningstar US Mid Cap Broad Value PR USD,indices,us,TRUE,CboeGlobalIndicesMSTAR,Style
I:MMCP,Morningstar US Mid Cap PR USD,indices,us,TRUE,CboeGlobalIndicesMSTAR,Size
I:MMCPT,Morningstar US Mid Cap TR USD,indices,us,TRUE,CboeGlobalIndicesMSTAR,Size
I:MSCP,Morningstar US Small Cap PR USD,indices,us,TRUE,CboeGlobalIndicesMSTAR,Size
I:MSCPT,Morningstar US Small Cap TR USD,indices,us,TRUE,CboeGlobalIndicesMSTAR,Size
I:MWMF,Morningstar Wide Moat Focus PR USD,indices,us,TRUE,CboeGlobalIndicesMSTAR,Thematic
I:MWMFT,Morningstar Wide Moat Focus Total Return Index,indices,us,TRUE,CboeGlobalIndicesMSTAR,Thematic
I:NQBR,NASDAQ Brazil Index,indices,us,TRUE,NasdaqGIDS,Geographic
I:NQBRT,NASDAQ Brazil TR Index,indices,us,TRUE,NasdaqGIDS,Geographic
I:COMP,NASDAQ Composite,indices,us,TRUE,NasdaqGIDS,Broad
I:XCMP,NASDAQ Composite Total Return,indices,us,TRUE,NasdaqGIDS,Broad
I:NQDMASIA,NASDAQ DM Asia Index,indices,us,TRUE,NasdaqGIDS,Geographic
I:NQDMASIAT,NASDAQ DM Asia TR Index,indices,us,TRUE,NasdaqGIDS,Geographic
I:NQDMEU,NASDAQ DM Europe Index,indices,us,TRUE,NasdaqGIDS,Geographic
I:NQEMASIA,NASDAQ EM Asia Index,indices,us,TRUE,NasdaqGIDS,Geographic
I:NQEMASIAT,NASDAQ EM Asia TR Index,indices,us,TRUE,NasdaqGIDS,Geographic
I:NQEUT,NASDAQ Europe TR Index,indices,us,TRUE,NasdaqGIDS,Geographic
I:GSOX,Nasdaq Global Semiconductor Index,indices,us,TRUE,NasdaqGIDS,Industry
I:GSOXTR,Nasdaq Global Semiconductor Total Return Index,indices,us,TRUE,NasdaqGIDS,Industry
I:NQTW,NASDAQ Taiwan Index,indices,us,TRUE,NasdaqGIDS,Geographic
I:NQTWT,NASDAQ Taiwan TR Index,indices,us,TRUE,NasdaqGIDS,Geographic
I:NQGB,NASDAQ UK Index,indices,us,TRUE,NasdaqGIDS,Geographic
I:NQGBT,NASDAQ UK TR Index,indices,us,TRUE,NasdaqGIDS,Geographic
I:DVG,NASDAQ US Dividend Achievers Select Index,indices,us,TRUE,NasdaqGIDS,Style
I:DVGTR,NASDAQ US Dividend Achievers Select Index TR,indices,us,TRUE,NasdaqGIDS,Style
I:NDX,NASDAQ-100,indices,us,TRUE,NasdaqGIDS,Broad
I:XNDX,NASDAQ-100 Total Return,indices,us,TRUE,NasdaqGIDS,Broad
I:SIXRE,Real Estate Select Sector Index,indices,us,TRUE,CboeGlobalIndicesMain,Industry
I:RUI,Russell 1000 Index,indices,us,TRUE,CboeGlobalIndicesFTSE,Broad
I:RUT,Russell 2000 Index,indices,us,TRUE,CboeGlobalIndicesFTSE,Broad
I:OEX,S&P 100,indices,us,TRUE,CboeGlobalIndicesMain,Broad
I:SPX,Standard & Poor's 500,indices,us,TRUE,CboeGlobalIndicesMain,Broad
I:SIXT,Technology Select Sector Index,indices,us,TRUE,CboeGlobalIndicesMain,Industry
I:SIXU,Utilities Select Sector Index,indices,us,TRUE,CboeGlobalIndicesMain,Industry
